AdminStrata,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Socotra,Taizz,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Socotra,Taizz
Index,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI
2018-08-31,37.2167344567112,28.681855166802283,44.48828034346716,41.18192352259558,20.929884885633133,37.89986091794157,18.992568125516105,24.980174464710544,24.65709728867624,45.37114261884904,28.424426450742235,28.609625668449205,29.81651376146788,36.33099982049902,45.78693701179991,41.18658641444539,48.4828921885087,24.249633967789155,31.819787985865727,31.279979803080018,28.6096256684492,36.949860724234014,47.133547740370965,25.68496069274997,37.48733734927593,48.931401951607725,54.28967638286592,66.50665667067668,29.31008150350229,59.05110919758192,48.296929646668175,44.76373539764232,60.88447892481536,59.11614832008078,61.055158658624606,59.36497782633653,42.98942065333862,57.48604743889306,60.08706462986906,42.064457223362325,52.50391645461427,42.51997449180717,59.11614832008078,49.9181464963176
2018-09-01,39.228007181328536,28.148457047539623,47.91149243621585,40.98823529411763,21.490563438490152,40.30813328556072,22.394487510766584,29.92868059093224,25.24390243902439,45.88744588744588,30.31619179986101,29.69034608378871,28.928488775746345,37.2596570240776,48.269868857639445,40.40793825799337,47.73396115361976,24.04774442689134,29.47811447811448,32.84725654967868,29.6903460837887,36.37493097736059,48.71804981612242,26.069699816884768,36.12044015579241,48.43416148693812,55.74938812665274,68.11364391926958,27.537584242463502,61.93959291551767,48.71256369825917,49.29398736475432,55.44260720351326,57.88126244395258,59.25157075412723,57.7260306715487,41.65288947466814,58.20536512245632,59.69365273644477,41.12867420505335,48.41810510528079,42.03937038742865,57.88126244395258,51.12858415159025
2018-09-02,41.71728326891218,25.92443729903537,51.89466923570969,41.878479786976506,25.35551381808425,42.57925072046108,22.394487510766584,33.28420535494964,24.729788153912672,44.36110366997052,32.43198407431984,31.16883116883117,27.44464944649446,34.51803051317614,48.50915695474498,41.11048794167132,47.58778190122751,24.615636244684328,31.46537842190016,34.28709990300677,31.1688311688312,35.31477627471385,45.45912688682015,25.64320080351188,41.91878214701721,51.074507432438814,53.14743450648085,68.74166207769568,27.537584242463502,63.57889943379334,48.85595411398271,48.47142892616477,54.806170821693456,59.73101322422205,60.456164961619294,59.50303632129859,44.08520701861514,57.513041347724574,56.03105407010085,40.42527896238023,50.779786357536494,43.42300003056456,59.73101322422205,48.19592100856089
2018-09-03,44.06234537357743,27.5390625,54.41887449236124,45.264776972094026,25.518752416548523,43.19407008086252,22.10884353741497,32.899169099483494,25.58720639680161,43.87491182694568,31.794489947877885,28.644501278772385,27.08377073273148,34.45405581850823,49.53894169385728,40.12705134992058,50.27251492343627,26.26293835933879,32.01183431952663,37.38758029978585,28.6445012787724,36.26065631204017,44.98368334079848,25.510634761881093,41.530170765119685,50.42610978955931,52.0166382839,65.35407844461737,26.54985150376706,61.14147348672233,47.04015858150001,51.465704057333696,54.58842860395316,58.27562358454684,62.88190362849462,58.39100405214891,41.61432426589984,56.93837810904796,51.09784142909146,43.96538866135816,50.32537821158847,42.28365034794528,58.27562358454684,50.8077362007973
2018-09-04,43.22675128142542,27.498202731847595,53.54749704375247,46.82130584192439,26.24445539674717,43.93211655459491,26.315789473684216,27.8478352248844,25.096874192715063,46.88442211055276,32.78803131991052,29.545454545454547,27.06672261854805,34.89609310058188,50.39012625904384,39.33842239185749,43.86719950814632,27.675559644280906,31.24450951683748,37.2121459140004,29.5454545454545,38.3508577753182,41.08498435644616,25.8501030847922,40.41617914906915,50.50897818180778,53.12187195593303,67.02518553746106,27.8795387422282,61.13615663482573,50.14892209342338,50.37800634735152,52.72385162539492,60.08084014955068,66.86393506632832,57.19037200660124,43.57405070290823,57.17807220669949,54.85250709301013,42.61791742840014,54.96058965393191,43.5695012373188,60.08084014955068,52.01651890792417
2018-09-05,44.75612838008591,28.67965367965368,55.17836593785961,47.36613917190548,27.182235834609497,43.79746835443036,26.981450252951102,29.01738948250576,26.177524213878208,46.34023220595657,33.79842861013276,31.873977086743047,27.934083601286176,33.95448548812665,48.64141346539955,41.40992167101827,45.53855038983539,27.81729097518571,31.682310469314075,40.544564986173135,31.873977086743,37.10763611459879,44.70360618728,27.714284786945328,42.62694675777823,48.98297371249642,55.971101362694725,69.11006305862733,27.82171821006585,58.60515346255005,50.39803912043917,45.490711013891314,54.03680444572087,58.83162580319322,66.22075661064416,57.941762673841765,45.367289875261406,55.797382089890185,52.49417026192064,43.52798405670258,56.22858945831078,44.93930602803693,58.83162580319322,51.33769084604225
2018-09-06,44.76713762428047,29.16666666666667,54.91803278688524,48.30864470484192,27.62209767814252,43.83193277310922,25.086505190311424,29.30997187973177,26.35846372688479,45.32710280373831,34.572230014025244,32.92124542124542,26.743688489516483,33.02111716621253,47.1341203242782,41.117351463198325,46.2979482604817,28.655161185281663,31.75849056603773,41.33068957920245,32.9212454212454,37.26024006929837,46.61944854661543,29.15410422776933,43.64916452321056,48.59839234236402,56.15036253278874,68.46608227649797,27.901820475537363,58.98790200486569,49.94569796198095,44.39806510180567,54.02457832520816,56.53836171847685,64.12090294053499,58.51142527277948,45.55002994042309,56.654100044930615,53.48298153323435,43.99668258773084,56.75021450332107,45.22905781794164,56.53836171847685,52.81762196632714
2018-09-07,44.27901847256684,29.399499582985825,56.23280423280424,49.04223401800137,25.95234481711945,40.43165467625897,26.82701202590195,28.60246198406951,26.423723812334032,44.564315352697086,35.4689366786141,35.436175455889604,26.747583726680155,34.16023520764424,45.91944486347866,41.90270935960589,45.14608859566445,28.25328236662789,31.830579175356966,39.14557696772694,35.4361754558896,37.706375412750845,43.34713408355229,30.70840863344347,45.93604030715301,50.93701334203443,56.44305776368094,68.96384814366594,27.37680824912765,57.85512226537665,50.41461734919594,42.713317929088944,56.26449370346835,58.7883022383205,65.01572240936675,59.187945480262414,45.13976353731951,56.34548462019673,51.70080731028635,43.47725446960919,56.34691359960737,44.30762949805229,58.7883022383205,52.26497857249455
2018-09-08,46.766169154228834,27.242401779095623,56.053442959917774,49.7190324945028,26.51573887424407,40.25064504238849,23.84868421052632,28.288023512123434,27.46588089330025,44.19753086419751,35.94342373869934,37.02471482889735,25.63488260661236,36.05126300148588,46.70527469087495,43.07737056428154,46.76541717049575,27.99736495388669,31.61752988047808,38.20680333408424,37.0247148288973,37.23989797288228,42.591872508477564,33.37380117658548,47.290691535914775,49.707111718775465,57.882616712998136,67.19225484134648,21.07575684399982,57.45083650398298,50.545847101960106,42.76574052229272,56.82885868619898,57.83356550177095,65.35558792228161,62.32247357127955,45.79087625014765,58.74406390543525,47.641630802469614,42.76585644120123,56.991178142189554,44.83015606315792,57.83356550177095,52.91491449267207
2018-09-09,48.89002296504209,27.27588603196664,56.24621594349141,50.29585798816566,27.01848633275399,40.25064504238849,24.086378737541533,27.21849366144668,26.78459611772073,46.51340996168581,36.04683972911964,40.02636203866433,25.20018841262365,35.54402153018069,46.92561723541438,43.45657276995304,46.76541717049575,27.186761229314413,30.650980392156857,38.4667725107734,40.0263620386643,36.71967407018006,44.38785421335422,32.83031696642538,47.66467326332112,48.80407023405983,57.36684433639508,67.19225484134648,21.001569564234945,56.78330997826132,50.50060613089421,43.54601589100852,58.34905496560812,59.33908262963643,66.24846970354854,63.02287322228361,46.00893561653688,59.50059762223063,47.641630802469614,41.61444654684836,56.53445499996436,44.452104194318366,59.33908262963643,53.37537780436128
2018-09-10,48.18024263431542,27.8055278055278,53.45887016848364,49.94206257242176,27.540666774037685,40.25064504238849,24.086378737541533,28.09132888660851,26.27383557361676,45.46816479400746,35.50502232142858,40.02636203866433,24.28146679881069,37.28408673281881,46.35699860183316,43.99661781285229,44.73684210526314,27.722443559096945,30.650980392156857,39.6477760216753,40.0263620386643,36.25150824507308,45.72910111848447,33.15274348472544,45.93748997339784,47.69250689897865,57.53355296370067,68.11942713168845,21.001569564234945,56.26916201161668,50.02525072130622,43.67795652642029,58.86199664902063,59.33908262963643,65.49038218106993,60.131829984251965,46.42737079778153,58.02788595387462,49.9372559293219,42.76314843617706,56.53445499996436,43.935477056955726,59.33908262963643,53.36295016637125
2018-09-11,48.90676049258607,27.53049785690735,53.45887016848364,50.62857142857142,28.02383636656467,40.25064504238849,22.17453505007154,26.7203513909224,26.247550128147147,45.46816479400746,36.46688560481664,41.3543441226576,22.93461733400911,35.99207778177889,46.574059622288125,44.2793045429052,47.129828326180245,29.581068116405493,31.27329192546584,39.94601889338729,41.3543441226576,35.51110533835565,45.83436654171997,34.14718789796407,45.93748997339784,48.35377214347932,57.59625274011719,68.11942713168845,27.415094975427145,53.30085377302986,49.49083327651559,43.67795652642029,58.36524915198632,64.17612124475167,65.99627100757121,58.70016319972498,46.6462203202322,57.98119023766685,49.85107712233284,43.94114823209959,57.01623418360354,45.3668004347349,64.17612124475167,53.22985580545287
2018-09-12,48.90676049258607,26.60930528999362,53.17261330761812,50.64629847238541,27.557808045612923,40.60803474484255,22.17453505007154,28.15884476534296,25.99283368169603,45.43413173652693,35.23797071129707,40.57668198913498,26.13974231912784,35.607410046312786,46.53388914620968,45.97181600638126,47.003745318352046,30.06174845628859,30.70121951219512,40.28181614851261,40.576681989135,35.440441082190034,44.0398026087079,34.14238658776736,47.39739793552862,49.97876689583498,57.24405231635846,66.82865093513793,27.415094975427145,54.40068560776064,48.939976709481584,44.37443190748478,59.096846484858624,64.24167441918962,67.5475738256982,58.992237855161264,47.10026772686936,58.22395328286381,48.794964026301365,42.27673829920948,58.03221037231943,43.4552316427242,64.24167441918962,52.82459935062259
2018-09-13,48.58319205618793,29.862414008755465,53.52306182531893,49.94206257242176,26.99228791773779,40.74206207634676,22.17453505007154,28.15884476534296,25.468889550461444,45.04752376188094,36.19819341126461,42.49898908208653,27.165748622934395,36.324117544774815,43.89796853520697,47.25274725274723,45.76591154261056,29.829087391164144,29.60902255639097,40.10242707637495,42.4989890820865,34.93513370399789,44.73540011306199,35.313614339917024,48.62252788172387,50.15948008744754,57.08081435656648,64.732055602102,27.415094975427145,53.84989029957907,48.84312164793339,43.5580472912074,59.401018381863686,61.37001479547084,69.17807201552424,59.973138313151466,46.15518412571602,58.46113485330392,46.91674075047376,43.28344666122897,58.1024252899571,43.216382310142826,61.37001479547084,52.94529900257711
2018-09-14,49.397281354193375,29.19823232323232,52.96921549155908,49.57983193277309,28.145417992963644,39.44586219467735,19.74723538704582,28.065739570164347,25.144684739567467,45.96733027054619,35.65651118899974,44.66638334041649,28.22580645161289,36.11647079459743,44.04522223943009,46.46005877638256,45.76591154261056,29.97407647440052,29.50540958268933,38.99327302250056,44.6663833404165,34.596577017114925,46.8682019512114,35.250569225453795,47.72166615913514,52.0571264011828,58.05319118045279,66.8923734496524,27.13861014451604,53.56005930955516,49.10731281418282,44.74455533829408,59.43433643019743,60.46969235944406,68.7568840677259,60.38605240533758,46.80464140912306,57.85375302981187,46.91674075047376,43.55817183674214,58.91210963784567,42.25241884187053,60.46969235944406,53.186047986402826
2018-09-15,50.56445261223416,29.76190476190476,52.56048387096774,49.21402660217652,29.486527707168275,40.586797066014654,20.22653721682849,28.89733840304182,25.294928757468973,45.07007007007007,36.14623419461243,44.66638334041649,29.61244541484715,35.14591263367772,43.64320426399122,44.06921574099915,46.63566739606127,30.028518704915285,30.108695652173907,38.83792048929662,44.6663833404165,34.659873313136885,45.39641429809587,36.23272978392363,48.34159054171141,52.42327237362102,57.2216504876871,68.87964286787398,27.74377910928058,54.13115481074182,48.79398942386264,46.52181708548422,59.363724012720986,60.46969235944406,70.10884329292749,59.28832613424427,45.99903584105955,56.93354657757998,44.80111361992268,43.79450950603054,58.52770640492282,42.14478488901827,60.46969235944406,52.93418636978047
2018-09-16,50.303510160992325,29.76190476190476,51.83024939662107,50.731707317073145,28.469750889679712,41.90825688073393,20.729684908789395,27.51592356687897,26.11369431528424,45.01374656335915,35.88186585702457,44.7555369828667,32.09909429941395,35.12681159420289,42.76966556759303,43.86370199249204,49.91794310722099,29.46687106114802,30.89644513137557,39.02150791774992,44.7555369828667,35.51771117166213,46.62125400799038,36.23272978392363,47.69946430730312,50.91125521265979,58.147013277977145,68.76380266893261,28.376553198720288,54.78073739458663,50.54274218699189,46.75660898377807,58.303586012109136,60.23461592022935,68.5120455746351,59.358956109710135,46.02267431790665,57.294666396393865,48.57985198256753,43.35125265281811,58.10641774509622,42.340859594672494,60.23461592022935,53.32332147790182
2018-09-17,50.56445261223417,29.47737412364563,51.51939224310275,49.76076555023921,28.47324496809033,41.90825688073393,20.729684908789395,26.69962917181705,25.91930921542356,45.01374656335915,35.88186585702457,44.7555369828667,31.92898781134074,35.5567413731768,42.638179284719,42.45388485187254,49.91794310722099,28.804528804528807,30.47256097560976,39.308398023994336,44.7555369828667,35.8957038638206,46.32595997034914,36.29409465488614,48.28972332643661,51.43100610304061,57.55519435890631,68.76380266893261,28.376553198720288,56.35698131659802,50.54859232789993,46.75660898377807,58.303586012109136,60.23461592022935,68.74439839565397,58.75004809874979,45.82814246728197,57.08804697874267,48.57985198256753,43.38965917599869,58.26065868936533,42.27163084317458,60.23461592022935,53.86120221284687
2018-09-18,51.36967724437211,29.47737412364563,52.14488061513556,50.77720207253884,27.140851661207304,43.9488117001828,19.59114139693357,26.736566186107463,26.59233236596915,45.52578361981799,34.40829254247049,44.7555369828667,30.78691875319365,33.90940513007094,43.50488409389124,43.739612188365626,52.50287686996546,30.01341381623072,30.58768365114097,39.39179632248937,44.7555369828667,34.34304703476482,47.92288339469752,36.29409465488614,48.20399214917759,54.3417006582666,57.56951192728043,68.99604760836635,29.08412045613616,56.45671553352776,51.16858533258399,47.62360762580686,58.6602014268353,60.95291518697741,69.2905543417944,57.5551944778385,44.38689971898911,58.28701156079737,46.19575068015301,43.64541243434783,58.43098153827523,42.98025080405789,60.95291518697741,53.81912939637661
2018-09-19,50.88188134687333,30.145202020202014,51.62964500726592,50.374064837905216,27.39110911540189,44.24657534246575,19.26298157453937,27.44599745870393,26.998708195780114,45.52167698904239,35.28733976667147,44.7555369828667,34.23566878980891,34.344876829703665,42.73407710775314,45.91891891891889,52.50287686996546,30.380176510522745,31.232579746051403,38.626907073509,44.7555369828667,34.885430707021186,49.19590757117187,36.355341533434014,49.11629317055236,54.59729088976411,56.88849910892067,65.35817733968014,29.23378869037745,57.3162550720128,51.56898744998563,46.40762246252278,59.69661108455013,60.95291518697741,68.98318373484186,59.144376892926005,44.42782024193855,53.94991126460235,45.02177110063977,43.60962101219871,58.8660963920691,43.65551369737822,60.95291518697741,54.53628360108034
2018-09-20,51.95453285278624,30.72715572715572,51.15625675383616,50.74915418076364,26.727978157781298,43.48717948717948,19.75945017182132,27.1356783919598,28.6732615653186,47.32734153263953,36.9624622465123,45.94594594594594,34.27419354838709,32.87593984962405,43.4152578491263,45.25488069414314,53.46700083542188,30.68105192178017,30.87875076546233,41.61305147058823,45.9459459459459,35.12293621570256,49.00600781562291,32.97889317477705,50.32781801193238,51.18276204628496,57.10810904275717,61.70639365969777,29.932017565089343,57.13980857344035,51.1532336110756,49.06391928123158,59.45507774130933,63.064671560258255,68.3828176613099,60.703784822168274,46.79135886989938,51.99062762067943,49.25911324657797,45.50490803250876,61.36951432806056,44.77366515076089,63.064671560258255,55.103095456412845
2018-09-21,51.95453285278624,30.72715572715572,51.15625675383616,50.74915418076364,26.727978157781298,43.48717948717948,19.75945017182132,27.1356783919598,28.6732615653186,47.32734153263953,36.9624622465123,45.94594594594594,34.27419354838709,32.87593984962405,43.4152578491263,45.25488069414314,53.46700083542188,30.68105192178017,30.87875076546233,41.61305147058823,45.9459459459459,35.12293621570256,49.00600781562291,32.97889317477705,50.32781801193238,51.18276204628496,57.10810904275717,61.70639365969777,29.932017565089343,57.13980857344035,51.1532336110756,49.06391928123158,59.45507774130933,63.064671560258255,68.3828176613099,60.703784822168274,46.79135886989938,51.99062762067943,49.25911324657797,45.50490803250876,61.36951432806056,44.77366515076089,63.064671560258255,55.103095456412845
2018-09-22,51.78226029289858,29.552955295529543,50.94223678820154,50.61205273069678,26.61324939190156,44.198347107438,19.26298157453937,27.007299270072984,29.29693025887679,46.91272051996285,37.23328082486038,48.21208384710234,34.57799381352187,34.43093549476528,43.88731634991239,45.33084311632868,54.48106782892945,30.65959562479284,30.459075807913017,40.39291882556131,48.2120838471023,34.93513818386914,49.20531877914144,31.61770101828205,50.74116304571227,51.28105710250934,56.75986159078593,62.12059887024319,28.529137738608814,58.14832087608217,51.72657644020262,48.19301056687,59.72024258504995,64.41748591029848,69.04992111999061,59.61681912083172,46.12893224507042,52.95432936320621,49.87529021998501,45.755252562331,61.55479227961641,44.00800781092677,64.41748591029848,54.7913856054524
2018-09-23,51.04624128132264,29.628528974739964,51.79984177215188,49.58497160332023,26.72425428532865,44.86215538847115,18.138801261829663,26.811594202898544,30.349612297646587,46.63483401546157,38.32532601235416,50.29739776951673,34.567113380131886,34.50016281341583,44.215634837355736,44.987212276214805,54.36189490033652,29.988833944807787,30.73935558112773,39.58551392087084,50.2973977695167,35.21620142309797,47.27897250065678,31.483818915641063,51.03114575835774,50.81130580093295,58.22003811471002,65.64164361293612,26.09303797121513,57.65990896265206,52.37777147835159,49.64892099383388,58.9364752872856,66.89687284195756,69.70544740780396,61.052454564390175,46.73794221887493,52.446936801229086,51.81366098704865,44.81016033077268,62.18109826143823,43.67673679742458,66.89687284195756,55.60309180215497
2018-09-24,52.43292405638926,30.031055900621105,51.01237345331833,48.274306338822456,26.631158455392807,42.91789335950276,18.976897689768983,25.3731343283582,31.46273026717093,45.64137308039747,37.07835325365207,49.07020872865274,34.11393830218419,35.82860953651216,45.44316126339225,46.13087157208794,54.78737281502738,30.19422229476089,31.211656441717786,41.37237371479658,49.0702087286527,36.46516983304548,49.41460306001885,32.16889828826496,52.01290267542189,47.42701814583253,58.43763019541963,64.2624196875366,27.14344080229481,57.99084422491491,52.92875275930654,50.552806390656805,59.26726354808119,65.90207863191134,69.40658718966829,61.520750756608734,47.116025367095546,53.28342125348858,51.74702666075852,44.89776497982555,62.55310558402414,44.41082251664703,65.90207863191134,56.93986805405111
2018-09-25,53.25642874309059,30.85899513776336,54.05244338498212,48.24670479980103,24.74619289340101,44.8251748251748,20.000000000000007,26.77165354330708,31.993234452250853,45.86061739943872,36.64355062413315,51.65801038753496,34.224730127576045,36.79413867047891,47.2990586531499,47.63173475429245,55.303232701041935,31.31012768934756,30.37872683319903,42.54130223517976,51.658010387535,36.10408384531984,51.71897466019669,33.702721907862724,53.37660637200125,47.75114263582283,58.868742561236246,64.16876438715332,27.283039293681373,56.47746017455464,54.60381814877229,51.95470156426572,59.47866481397051,66.9246942164837,72.15217188449907,62.10948434403456,48.0587544257552,54.30079396476876,53.01304850280591,43.87281976836901,63.52290362584368,45.8895293820855,66.9246942164837,56.61654563970049
2018-09-26,55.664405928158736,31.46384479717812,54.25861002268508,48.069547430324704,24.98398462524023,49.98013508144616,16.296296296296305,26.15803814713896,31.665786694825776,43.38453914767094,37.20461095100865,52.92672943102743,33.83738225086761,36.721372622155904,47.77943368107304,49.01005178190677,55.942109657667686,32.39819004524887,30.366056572379364,42.85355438332075,52.9267294310274,36.25140291806959,50.92210176535883,34.585917004741354,52.639521017384624,46.79153161144656,58.434872045687285,64.23088889756296,25.77224645248169,56.759761872042986,54.573828840222575,50.359391593130525,59.5340820708844,66.1553171196762,72.1611247498338,62.74084151888311,47.91273332218937,52.91109762640959,50.66911556554159,43.01461629225943,63.90897703291472,45.32878387186281,66.1553171196762,56.04192023487104
